pid,exclude,related_html,related_ids,label,object_type,genre,tags,realdate,height_cm,width_cm,diameter_cm,plate_dimensions,support,drawing_medium,signature,signature_location,support_marks,further_inscription,collaborators,collaborator_notes,collectors_patrons,print_type,print_notes,printmaker,publisher,states,our_attribution,other_attribution_authorities,ertz_1979,ertz_2008,bailey_walker,hollstein_no,collection_type,location_country,location_city,location_collection,location_or_most_recent_sale_notes,provenance,bibliography,exhibition_history,related_works,copies_and_variants,curatorial_files,external_resources,biblio,order,layout,collection,thumbnail,full
18410,Peasants Dancing at a Wedding (Philadelphia),,,Peasants Dancing at a Wedding (Philadelphia),Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,37.8,53.7,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,United States,"Philadelphia, PA",Philadelphia Museum of Art,"John G. Johnson Collection, inv. no. cat. 421",,Refer to Image RKD295.0c,,,,,,,1448,brueghel_item,brueghel,img/derivatives/simple/18410/thumbnail.jpg,img/derivatives/simple/18410/full.jpg
18411,"Peasant Wedding and Dance (Sotheby's, London, 1995)",,,"Peasant Wedding and Dance (Sotheby&apos;s, London, 1995)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,ca. 1623,40.6,56.7,,,Panel,,"""P. BREUGHEL.1623""",bottom left,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1449,brueghel_item,brueghel,img/derivatives/simple/18411/thumbnail.jpg,img/derivatives/simple/18411/full.jpg
18412,"Peasant Wedding and Dance (Sotheby's, New York, 1993)",,,"Peasant Wedding and Dance (Sotheby&apos;s, New York, 1993)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,42,57,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,(Not in Friedlander or Tolnay.),,,,,,,1450,brueghel_item,brueghel,img/derivatives/simple/18412/thumbnail.jpg,img/derivatives/simple/18412/full.jpg
18413,"Peasant Dance, wedding (Nimes)",,,"Peasant Dance, wedding (Nimes)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,54,87,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,France,Nîmes,Musée des Beaux-Arts de Nîmes,inv. no. 1285,,Currer and Allart 384?,,,,,,,1451,brueghel_item,brueghel,img/derivatives/simple/18413/thumbnail.jpg,img/derivatives/simple/18413/full.jpg
18414,"Peasant Dance, wedding (Baltimore)",,,"Peasant Dance, wedding (Baltimore)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,38,57,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,United States,"Baltimore, MD",The Walters Art Gallery,"inv. no. 37.364, handbook illustration page 136.",,,,,,,,,1452,brueghel_item,brueghel,img/derivatives/simple/18414/thumbnail.jpg,img/derivatives/simple/18414/full.jpg
18415,Peasant Dance Wedding - engraving (Antwerp),,,Peasant Dance Wedding - engraving (Antwerp),Print,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,,,,,,,,,,,Pieter van der Heyden (ca. 1530–1572),,,Engraving,,,,,,,,,,,Public,Belgium,Antwerp,Koninklijk Museum voor Schone Kunsten,,,"Currer & Allart 406?  Bastelaer, 210.  Illustration from Monthly for Visual Arts 8, 1931, page 108.Yearbook, Koninklijke Museum Schone Kunsten, Antwerp, 1980, pages 61-97, illustration 15.",,,,,,,1453,brueghel_item,brueghel,img/derivatives/simple/18415/thumbnail.jpg,img/derivatives/simple/18415/full.jpg
18416,"Peasant Dance, Wedding (Toronto)",,,"Peasant Dance, Wedding (Toronto)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,36,45,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Canada,Toronto,Art Gallery of Ontario,"cat. 1946, inv. no. 2557",,,,,,,,,1454,brueghel_item,brueghel,img/derivatives/simple/18416/thumbnail.jpg,img/derivatives/simple/18416/full.jpg
18417,"Peasant Dance, wedding (Landschut)",,,"Peasant Dance, wedding (Landschut)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,39,51,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,"Landshut, Germany, Filialgalerie",,"Gluck, 1951, no. 56.",,,,,,,1455,brueghel_item,brueghel,img/derivatives/simple/18417/thumbnail.jpg,img/derivatives/simple/18417/full.jpg
18418,Dancing Peasants at a Wedding in the Open Air (France),,,Dancing Peasants at a Wedding in the Open Air (France),Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,38,44.5,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,France,,,,,,,,,1456,brueghel_item,brueghel,img/derivatives/simple/18418/thumbnail.jpg,img/derivatives/simple/18418/full.jpg
18419,"Peasant dance, Wedding (Bern)",,,"Peasant dance, Wedding (Bern)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,77,105,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1457,brueghel_item,brueghel,img/derivatives/simple/18419/thumbnail.jpg,img/derivatives/simple/18419/full.jpg
18420,"Peasant Dance, Wedding (Basel)",,,"Peasant Dance, Wedding (Basel)",Painting,"Urban, Common and Peasant Life",Dancing Horse Village Peasants Wagon,,100,130,,,,,,,,,,,,,,,,,,,,,,,Private,,,,"Basel, Switzerland, Gallery of Art Dealer M. Schulthess",,,,,,,,,1458,brueghel_item,brueghel,img/derivatives/simple/18420/thumbnail.jpg,img/derivatives/simple/18420/full.jpg
18421,"Peasant Dance, Wedding (Dunkirk)",,,"Peasant Dance, Wedding (Dunkirk)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,23,35,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,"Dunkirk, France",,,,,,,,,1459,brueghel_item,brueghel,img/derivatives/simple/18421/thumbnail.jpg,img/derivatives/simple/18421/full.jpg
18422,"Peasant dance, wedding feast (Berlin)",,,"Peasant dance, wedding feast (Berlin)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,148,194,,,Canvas,,,,,,,,,,,,,,,,,,,,Public,Germany,Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin",,,,,,,,,,1460,brueghel_item,brueghel,img/derivatives/simple/18422/thumbnail.jpg,img/derivatives/simple/18422/full.jpg
18423,"Peasant dance, Feast (Hepke, Berlin, 1907)",,,"Peasant dance, Feast (Hepke, Berlin, 1907)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,51,64,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1461,brueghel_item,brueghel,img/derivatives/simple/18423/thumbnail.jpg,img/derivatives/simple/18423/full.jpg
18424,"Peasant dance, feast (Aachen)",,,"Peasant dance, feast (Aachen)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,54,74,,,Panel,,,,,,,,,,,,,,,,,,,,Public,Germany,Aachen,Suermondt-Ludwig-Museum,,,,,,,,,,1462,brueghel_item,brueghel,img/derivatives/simple/18424/thumbnail.jpg,img/derivatives/simple/18424/full.jpg
18425,"Peasant dance, feast (Antwerp)",,,"Peasant dance, feast (Antwerp)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,"Antwerp, Collection of S. Hartvelt, no. 2660",,,,,,,,,1463,brueghel_item,brueghel,img/derivatives/simple/18425/thumbnail.jpg,img/derivatives/simple/18425/full.jpg
18426,Peasant Wedding Dance (Quimper),,,Peasant Wedding Dance (Quimper),Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,40,47.5,,,Panel,,,,,,,,,,,,,,,,,,,,Public,France,Quimper,Musée des Beaux-Arts de Quimper,no. 873-1-10,,,,,,,,,1464,brueghel_item,brueghel,img/derivatives/simple/18426/thumbnail.jpg,img/derivatives/simple/18426/full.jpg
18427,Wedding Celebration in a Barn (Paris),,,Wedding Celebration in a Barn (Paris),Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,76,106,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,"Paris, Collection of C. Blanc",,,,,,,,,1465,brueghel_item,brueghel,img/derivatives/simple/18427/thumbnail.jpg,img/derivatives/simple/18427/full.jpg
18428,Wedding Celebration in a Barn (Hermsen Collection),,,Wedding Celebration in a Barn (Hermsen Collection),Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,78,104,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1466,brueghel_item,brueghel,img/derivatives/simple/18428/thumbnail.jpg,img/derivatives/simple/18428/full.jpg
18430,Wedding Celebration in a Barn (stockholm),,,Wedding Celebration in a Barn (stockholm),Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,72,104,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Sweden,Stockholm,Nationalmuseum,"cat. 1958, no. 2020.",,"Gluck, 1951, no. 55 (copy of a lost original).  Th.Bodkin in the Burlington Magazine 56 (323 February) 1930, blz. 100, plate II A.  Tolnay, illustration 150, related  item no. 53 (Johnson Collection, Philadelpia) as a pastiche.",,,,,,,1467,brueghel_item,brueghel,img/derivatives/simple/18430/thumbnail.jpg,img/derivatives/simple/18430/full.jpg
18431,Wedding Celebration in a Barn (Dublin),,,Wedding Celebration in a Barn (Dublin),Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,ca. 1620,81.5,105.2,,,Panel,,"""signed and dated 1620""",,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Ireland,Dublin,National Gallery of Ireland,inv. no. 911,,"Gluck, 1951, no. 55 (copy of a lost original).Th.Bodkin in the Burlington Magazine 56 (323 February) 1930, blz. 99-105, illustration I.",,,,,,,1468,brueghel_item,brueghel,img/derivatives/simple/18431/thumbnail.jpg,img/derivatives/simple/18431/full.jpg
18432,Wedding Celebration in a Barn (Belgium),,,Wedding Celebration in a Barn (Belgium),Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,75,106,,,,,"""P. Breugl""",,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1469,brueghel_item,brueghel,img/derivatives/simple/18432/thumbnail.jpg,img/derivatives/simple/18432/full.jpg
18433,"Wedding Celebration in a Barn (Sotheby's, London, 1937)",,,"Wedding Celebration in a Barn (Sotheby&apos;s, London, 1937)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,61,102,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1470,brueghel_item,brueghel,img/derivatives/simple/18433/thumbnail.jpg,img/derivatives/simple/18433/full.jpg
18434,"Wedding Celebration in a Barn (Christie's, London, 1988)",,,"Wedding Celebration in a Barn (Christie&apos;s, London, 1988)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,73,102,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,"A. Alexandre, La Collection de M. Jean Dollfus, Les Arts, no. 25, Jan 1904, illustration p. 10, as 16th century Flemish School (see also no. 26, Feb. 1904, p. 3).  G. Marlier, Pieter Brueghel Le Jeune, 1969, p. 209, no. 10.",,,,,,,1471,brueghel_item,brueghel,img/derivatives/simple/18434/thumbnail.jpg,img/derivatives/simple/18434/full.jpg
18435,"Wedding Celebration in a Barn (Brussels, 1950)",,,"Wedding Celebration in a Barn (Brussels, 1950)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,59,80,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1472,brueghel_item,brueghel,img/derivatives/simple/18435/thumbnail.jpg,img/derivatives/simple/18435/full.jpg
18436,"Wedding Celebration in a Barn (Paris, Bokanowsky)",,,"Wedding Celebration in a Barn (Paris, Bokanowsky)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,74,116,,,Panel,,"""signed and dated 1644""",,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1473,brueghel_item,brueghel,img/derivatives/simple/18436/thumbnail.jpg,img/derivatives/simple/18436/full.jpg
18437,"Wedding Dance in a Barn (Brussels, 1926)",,,"Wedding Dance in a Barn (Brussels, 1926)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,72,100,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1474,brueghel_item,brueghel,img/derivatives/simple/18437/thumbnail.jpg,img/derivatives/simple/18437/full.jpg
18438,"Wedding Celebration in a Barn (Pommersfelden, 1899)",,,"Wedding Celebration in a Barn (Pommersfelden, 1899)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,75,105,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Germany,Pommersfelden,Collection of the Counts of Schönborn,"Schloss Weißenstein, cat. 1889, no. 71",,,,,,,,,1475,brueghel_item,brueghel,img/derivatives/simple/18438/thumbnail.jpg,img/derivatives/simple/18438/full.jpg
18439,"Wedding Celebration in a Barn (Christie's, New York, 1978)",,,"Wedding Celebration in a Barn (Christie&apos;s, New York, 1978)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,74,107,,,Panel,,,,,,,,,,,,,,,P. Brueghel d.J.,,,,,Private,,,,Private Collection,,,,,,,,,1476,brueghel_item,brueghel,img/derivatives/simple/18439/thumbnail.jpg,img/derivatives/simple/18439/full.jpg
18440,"The Wedding Dance (Sotheby's, London, 1996)",,,"The Wedding Dance (Sotheby&apos;s, London, 1996)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,82.5,118,,,Canvas,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1477,brueghel_item,brueghel,img/derivatives/simple/18440/thumbnail.jpg,img/derivatives/simple/18440/full.jpg
18441,"The Wedding Feast (Christie's, New York, 2000)",,,"The Wedding Feast (Christie&apos;s, New York, 2000)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Village Peasants Musical_instruments,ca. 1622,76.6,108,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1478,brueghel_item,brueghel,img/derivatives/simple/18441/thumbnail.jpg,img/derivatives/simple/18441/full.jpg
18442,"Peasants Dancing at a Village Wedding (Christie's, London, 1996)",,,"Peasants Dancing at a Village Wedding (Christie&apos;s, London, 1996)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Village Peasants Musical_instruments,,75,104,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II (??),,,,,Private,,,,Private Collection,,,,,,,,,1479,brueghel_item,brueghel,img/derivatives/simple/18442/thumbnail.jpg,img/derivatives/simple/18442/full.jpg
18443,"A Wedding Dance in an Interior (Philip's, London, 1990)",,,"A Wedding Dance in an Interior (Philip&apos;s, London, 1990)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,58.5,83.2,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1480,brueghel_item,brueghel,img/derivatives/simple/18443/thumbnail.jpg,img/derivatives/simple/18443/full.jpg
18444,"Wedding Celebration in a Barn (Sotheby's, London 2002)",,,"Wedding Celebration in a Barn (Sotheby&apos;s, London 2002)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,83.5,118,,,Canvas,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1481,brueghel_item,brueghel,img/derivatives/simple/18444/thumbnail.jpg,img/derivatives/simple/18444/full.jpg
18445,The Village Wedding Dance (Brussels),,,The Village Wedding Dance (Brussels),Painting,"Urban, Common and Peasant Life",Dancing Wedding Village Peasants Musical_instruments,,75,105,,,Panel,,"""P. Brevghel""",lower right,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,"Brussels, Gallery of Robert Flinck",,,,,,,,,1482,brueghel_item,brueghel,img/derivatives/simple/18445/thumbnail.jpg,img/derivatives/simple/18445/full.jpg
18446,"Wedding Celebration in a Barn, Image one (Giroux)",,,"Wedding Celebration in a Barn, Image one (Giroux)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,40,49,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1483,brueghel_item,brueghel,img/derivatives/simple/18446/thumbnail.jpg,img/derivatives/simple/18446/full.jpg
18447,"Wedding Celebration in a Barn, Image two (Giroux)",,,"Wedding Celebration in a Barn, Image two (Giroux)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,39,32,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1484,brueghel_item,brueghel,img/derivatives/simple/18447/thumbnail.jpg,img/derivatives/simple/18447/full.jpg
18448,"Wedding Celebration in a Barn, Image three (Giroux)",,,"Wedding Celebration in a Barn, Image three (Giroux)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,26,16,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1485,brueghel_item,brueghel,img/derivatives/simple/18448/thumbnail.jpg,img/derivatives/simple/18448/full.jpg
18449,"A Wedding Dance in a Landscape (London, Sotheby's, 1978)",,,"A Wedding Dance in a Landscape (London, Sotheby&apos;s, 1978)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,72,111.1,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1486,brueghel_item,brueghel,img/derivatives/simple/18449/thumbnail.jpg,img/derivatives/simple/18449/full.jpg
18450,Peasant Wedding Dance (Rotterdam),,,Peasant Wedding Dance (Rotterdam),Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,,,,,,,,,,,,,,,,,,,,,,,,,Public,Netherlands,Rotterdam,Museum Boijmans Van Beuningen,,,,,,,,,,1487,brueghel_item,brueghel,img/derivatives/simple/18450/thumbnail.jpg,img/derivatives/simple/18450/full.jpg
18451,A wedding dance in a landscape (Dijon),,,A wedding dance in a landscape (Dijon),Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,25,33,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,"Dijon, France",,,,,,,,,1488,brueghel_item,brueghel,img/derivatives/simple/18451/thumbnail.jpg,img/derivatives/simple/18451/full.jpg
18452,"A wedding dance in a landscape (Amsterdam, 1969)",,,"A wedding dance in a landscape (Amsterdam, 1969)",Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,41,58,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1489,brueghel_item,brueghel,img/derivatives/simple/18452/thumbnail.jpg,img/derivatives/simple/18452/full.jpg
18453,Set of 9 Proverb Roundels,,,Set of 9 Proverb Roundels,Painting,,,,,,21,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Germany,Pommersfelden,Collection of the Counts of Schönborn,"Schloss Weißenstein, cat. 1894, no. 72",,,,,,,,,1490,brueghel_item,brueghel,img/derivatives/simple/18453/thumbnail.jpg,img/derivatives/simple/18453/full.jpg
18454,Man Sitting Between Two Chairs,,,Man Sitting Between Two Chairs,Painting,,,,,,21,,,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Germany,Pommersfelden,Collection of the Counts of Schönborn,"Schloss Weißenstein, cat. 1894, no. 72f",,"Marlier 1969, S. 152, Nr. 12a, Fig. 72; AK Essen/Wien 1997/98, Abb. 1, S. 344",,,,,,"{% cite 9317 %} S. 152, Nr. 12a, Fig. 72, {% cite 8236 %} Abb. 1, S. 344",1491,brueghel_item,brueghel,img/derivatives/simple/18454/thumbnail.jpg,img/derivatives/simple/18454/full.jpg
18455,The Envious,,,The Envious,Painting,,,,,,21,,,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Germany,Pommersfelden,Collection of the Counts of Schönborn,"Schloss Weißenstein, cat. 1894, no. 72d",,"Marlier 1969, S. 157, Nr. 16b, Fib. 75; AK Essen/Wien 1997/98, Abb. 1, S. 347; AK Antwerpen 1998, Abb. 108a, S. 323; AK Cremona 1998, Abb. 1, S. 79",,,,,,"{% cite 9317 %} S. 157, Nr. 16b, Fib. 75, {% cite 8236 %} Abb. 1, S. 347, {% cite 9944 %} Abb. 1, S. 79",1492,brueghel_item,brueghel,img/derivatives/simple/18455/thumbnail.jpg,img/derivatives/simple/18455/full.jpg
18456,Man Feeding Pigs,,,Man Feeding Pigs,Painting,,,,,,21,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Germany,Pommersfelden,Collection of the Counts of Schönborn,"Schloss Weißenstein, cat. 1894, no. 72i",,"Marlier 1969, S. 154, Nr. 14a; AK Antwerpen 1998, Abb. 106a, S. 320; AK Cremona 1998, Abb. 1, S. 77",,,,,,"{% cite 9317 %} S. 154, Nr. 14a, {% cite 9944 %} Abb. 1, S. 77",1493,brueghel_item,brueghel,img/derivatives/simple/18456/thumbnail.jpg,img/derivatives/simple/18456/full.jpg
18457,The Opportunist,,,The Opportunist,Painting,,,,,,21,,Panel,,P. BREVGHEL,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Germany,Pommersfelden,Collection of the Counts of Schönborn,"Schloss Weißenstein, cat. 1894, no. 72g",,"Marlier 1969, S. 152, Nr. 10, Fig. 70",,,,,,,1494,brueghel_item,brueghel,img/derivatives/simple/18457/thumbnail.jpg,img/derivatives/simple/18457/full.jpg
18458,The Greedy Drunkard (Pommersfelden),,,The Greedy Drunkard (Pommersfelden),Painting,,,,,,21,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Germany,Pommersfelden,Collection of the Counts of Schönborn,"Schloss Weißenstein, cat. 1894, no. 72e",,"Die folgenden Angaben aus einem Brief von Katharina Bott vom 23. 2. 1994; Kat. Frimmel 1894, Nr. 72; Marlier 1969, S. 152, Nr. 9, Fig. 69.",,,,,,"{% cite 7936 %} Nr. 72, {% cite 9317 %} S. 152, Nr. 9, Fig. 69.",1495,brueghel_item,brueghel,img/derivatives/simple/18458/thumbnail.jpg,img/derivatives/simple/18458/full.jpg
18459,Behind the Fish Net,,,Behind the Fish Net,Painting,,,,,,21,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Germany,Pommersfelden,Collection of the Counts of Schönborn,"Schloss Weißenstein, cat. 1894, no. 72b",,"Marlier 1969, S. 157, Nr. 17a, Fig. 76",,,,,,,1496,brueghel_item,brueghel,img/derivatives/simple/18459/thumbnail.jpg,img/derivatives/simple/18459/full.jpg
18460,The Pissing Man,,,The Pissing Man,Painting,,,,,,21,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Germany,Pommersfelden,Collection of the Counts of Schönborn,"Schloss Weißenstein, cat. 1894, no. 72h",,"Marlier 1969, S. 157, Nr. 19a, Fig. 78",,,,,,,1497,brueghel_item,brueghel,img/derivatives/simple/18460/thumbnail.jpg,img/derivatives/simple/18460/full.jpg
18461,To Fill up the Well after the Calf has drowned (Pommersfelden),,,To Fill up the Well after the Calf has drowned (Pommersfelden),Painting,,,,,,21,,Panel,,P.BR(E)VGHEL,top left,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Germany,Pommersfelden,Collection of the Counts of Schönborn,"Schloss Weißenstein, cat. 1894, no. 72a",,,,,,,,,1498,brueghel_item,brueghel,img/derivatives/simple/18461/thumbnail.jpg,img/derivatives/simple/18461/full.jpg
18462,The Blue Coat (Pommersfelden),,,The Blue Coat (Pommersfelden),Painting,,,,,,21,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Germany,Pommersfelden,Collection of the Counts of Schönborn,"Schloss Weißenstein, cat. 1894, no. 72c",,"Marlier 1969, S. 157, Nr. 18a, Fig. 77",,,,,,"{% cite 9317 %} S. 157, Nr. 18a, Fig. 77",1499,brueghel_item,brueghel,img/derivatives/simple/18462/thumbnail.jpg,img/derivatives/simple/18462/full.jpg
18463,"He who knows where the nest is, knows how to get it (pendant)",,,"He who knows where the nest is, knows how to get it (pendant)",Painting,,,,,,18.1,,Panel,,P. Brueghel,lower right,,,,,,,,,,,,Pieter III,,,,,Private,,,,"Paris, Gallerie D'Art St. Honoré, cat. 1998",,"Marlier 1969, S. 161 (zitiert Gluch)",,,,,,,1500,brueghel_item,brueghel,img/derivatives/simple/18463/thumbnail.jpg,img/derivatives/simple/18463/full.jpg
18464,To close the barn door after the horse has bolted (pendant),,,To close the barn door after the horse has bolted (pendant),Painting,,,,,,18.1,,Panel,,P. Brueghel,lower left,,,,,,,,,,,,Pieter III,,,,,Private,,,,"Paris, Gallerie D'Art St. Honoré, cat. 1999",,,,,,,,,1501,brueghel_item,brueghel,img/derivatives/simple/18464/thumbnail.jpg,img/derivatives/simple/18464/full.jpg
18465,Netherlandish Proverbs (Lier),,,Netherlandish Proverbs (Lier),Painting,,,ca. 1607,,,,,Panel,,"P. BRVEGHE(L), (1)607",bottom left,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Belgium,Lier,Stedelijk Museum Wuyts-Van Campen en Baron Caroly,"cat. 1946, no. 46",,"Cornette 1930, S. 121-126; MK 1946, Nr. 46; Grauls 1954, S. 24-32; Grauls 1955, S. 108-122; Grauls 1947 (Uit het Spreekworden-schilderij...), S. 26-31; Grauls 1957, S. 154-159; Gluck 1963, S. 48; Weyns 1964, S. 148-154; Marlier 1969, S. 123, Nr. 1, Fig. 53, 57; Verstreken 1970, S. 3-5; Grossmann 1973, S. 191; Mund 1976, S. 157-166, Fig. 5; Duym 1979, 33, Nr. 127; Dundes-Stibbe 1981, S. 8; AK Essen/Wien 1997/98, Abb. 1, S. 18; AK Cremona 1998, Abb. 10, S. 24 und Abb. 5, S. 73",,,,,,"{% cite 9206 %} , {% cite 9082 %} , {% cite 7950 %} S. 154-159, {% cite 9317 %} S. 123, Nr. 1, Fig. 53, 57, {% cite 8743 %} , {% cite 7986 %} , {% cite 8236 %} Abb. 1, S. 18, {% cite 9944 %}  Abb. 10, S. 24 und Abb. 5, S. 73",1502,brueghel_item,brueghel,img/derivatives/simple/18465/thumbnail.jpg,img/derivatives/simple/18465/full.jpg
18466,Netherlandish Proverbs (Baron Caroly),,,Netherlandish Proverbs (Baron Caroly),Painting,,,ca. 1607,145,168,,,,,P. Breughel 1607,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1503,brueghel_item,brueghel,img/derivatives/simple/18466/thumbnail.jpg,img/derivatives/simple/18466/full.jpg
